Product,Price,Gender
Long Sleeve Waffle Polo Shirt,54.0,1
Vital Seamless Crop Top,38.0,0
Lifting Club T-Shirt,50.0,1
Everyday Seamless Crop Tank,24.0,0
Crossover Sports Bra,25.2,0
Heavyweight Loopback Sweat Pullover,49.0,0
Double Waistband Shorts,32.0,0
Halterneck Crop Cami Tank,25.2,0
Premium Legacy Shorts,50.0,1
Rest Day Sweats 1/2 Zip Pullover,44.8,0
Crest T-Shirt,22.0,1
Elevate Sports Bra,44.0,0
Vital Seamless Midi Zip Pullover,56.0,0
Rest Day Essentials Hoodie,56.0,1
Adapt Camo Tank,27.6,0
"Sport 5"" Short",29.4,1
Heritage Washed T-Shirt,40.0,1
Rest Day Essentials Cargo Joggers,56.0,1
Crew Socks 3pk,16.0,1
"Sport 7"" Shorts",38.0,1
Heavyweight Washed T-Shirt,44.0,1
"Sport  7"" Shorts",26.6,1
Impact T-Shirt,28.0,1
Element Tank,18.0,1
Retrowave Stringer,26.0,1
Phys Ed Logo Sweatpants,44.8,0
Heavyweight Washed T-Shirt,44.0,1
Sweat Seamless Leggings,42.0,0
Rest Day Cargo Pants,66.0,1
Power T-Shirt,36.0,1
Longline Crossback Sports Bra,44.0,0
Woven Vest,61.2,1
Blur Seamless Bralette,26.6,0
Flex High Waisted Leggings,50.0,0
Collegiate T-Shirt,44.0,1
Premium Legacy T-Shirt,40.0,1
Vital Seamless V Neck Sports Bra,38.0,0
Sport Joggers,36.4,1
"Apex 5"" Hybrid Short",46.0,1
Seamless V Neck Bralette,20.0,0
Graphic Baselayer T-Shirt,32.0,1
React Stringer,24.0,1
Movin' Metal Graphic Tank,28.0,1
"Brandmark Mesh 5"" Shorts",41.4,1
Monogram Towel Crop Top,39.2,0
Elevate Leggings,44.8,0
Adapt Safari Seamless Bralette,42.0,0
Monogram T-Shirt,34.0,1
Everyday Seamless Leggings,38.0,1
Arrival Marl T-Shirt,22.0,1
"Crest Cargo 7"" Shorts",21.0,1
Strong Girl Lifting Club Graphic Shorts,25.6,0
Sport Joggers,31.2,1
Everyday Shelf Cami Tank,28.0,0
Cargo Pocket Shorts,28.0,0
Vital Seamless 2.0 Shorts,40.0,0
Impact Shorts,32.0,1
Adapt Camo Graphic Hoodie,38.4,0
Corset Seamless Long Sleeve Top,44.0,0
"Lifting Mesh 5"" Shorts",40.0,1
Rest Day Sweats Hoodie,60.0,1
Mesh Tank,36.0,1
Legacy Velcro Lifting Belt,48.0,0
Lightweight Jersey Shorts,22.4,1
Apex Contrast Leggings,68.0,0
Fraction Oversized T-Shirt,30.0,0
Flannel Pants,56.0,1
"Legacy 4"" Shorts",28.0,1
Sherpa 1/4 Zip,80.0,0
Rest Day Buttery Soft Midi Top,38.0,0
Crest Tank,20.0,1
Strap Feature Sports Bra,30.0,0
Cotton Lifting Sports Bra,28.0,0
Lift Contour Seamless Sports Bra,46.0,0
Love Hearts Crop Top,16.0,0
Cord Flared Trousers,64.0,0
Vital Seamless 2.0 Leggings,54.0,0
Adapt Fleck Sports Bra,46.0,0
Speed T-Shirt,36.0,1
Elevate Ruched Tank,30.4,0
Raw Cut Legging,54.0,0
Training Fleece Cropped Hoodie,32.0,0
GS Power Regular Leggings,44.8,0
Training Dept. T-Shirt,42.0,1
British Lifting Goods Graphic T-Shirt,38.0,1
Essential Oversized T-Shirt,26.0,1
Property Of Cut Off Tank,40.0,1
"Arrival 5"" Shorts",26.0,1
"Lifting Mesh 7"" Shorts",40.0,1
"Apex 5"" Hybrid Short",46.0,1
Impact Drop Arm Tank,24.0,1
Training Cotton Tank,20.0,0
Pump Cover Hoodie,48.0,1
Lifting Baddie Graphic Joggers,35.2,0
Collegiate Shadow Washed Midi Sweatshirt,42.0,0
"3"" Swim Shorts",19.2,1
"Arrival 7"" Shorts",23.4,1
Heavy Duty Lifter Stringer,28.0,1
Back Gains Sports Bra,30.0,0
Lifting Pump Pants,64.0,0
British Iron Heavyweight T-Shirt,50.0,0
Fleece Joggers,56.0,0
"Sport 5"" 2in1 Shorts",32.2,1
Ath Dept Oversized T-Shirt,33.6,0
Graphic Cut Off T-Shirt,40.0,1
"Heavy Duty Apparel 7"" Shorts",27.0,1
Everyday Seamless Long Sleeve Crop Top,28.0,0
Legacy Sports Bra,30.4,0
Tricot Joggers,80.0,0
Blur Seamless Bralette,26.6,0
Training Oversized Fleece Sweatshirt,46.0,0
GS Power Shorts,36.8,0
Collegiate Shadow Washed T-Shirt,44.0,1
Geo Seamless Long Sleeve T-Shirt,40.0,1
Strength Department Oversized Hoodie,40.0,1
"Land to Water 6"" Shorts",60.0,1
Rest Day Sweats 1/4 Zip,60.0,1
Global Lifting Shorts,44.0,1
Ath Dept Shorts,32.2,0
Fleece Cargo Pants,50.0,0
"Sport 5"" 2 in 1 Shorts",42.0,1
Lightweight Jersey Shorts,22.4,1
Barbell Hearts Oversized T-Shirt,32.0,0
Adapt Monogram Seamless Ruched Crop Top,36.8,0
Ribbed Cotton Seamless One Shoulder  Bra,24.0,0
Training Shorts,35.0,1
Superset Sports Bra,38.0,0
Ruched Sports Bra,30.0,0
Heavyweight Washed Cargo Shorts,35.0,1
Adapt Camo Long Sleeve Crop Top,44.0,0
Longline Crossback Sports Bra,30.8,0
Peek A Boo Sports Bra,30.0,0
Block Oversized Hoodie,36.8,0
Pocket Shorts,40.0,0
Heavyweight Cotton Crop T-Shirt,38.0,0
I Love Squats Graphic Oversized Tee,32.0,0
Premium Lifting Boxy Cut Off Tank,32.4,1
Everyday Seamless Shorts,28.0,0
Fleece Oversized Sweatshirt,60.0,0
Element Baselayer Shorts,13.0,1
Essential Oversized T-Shirt,26.0,1
Collegiate Shadow Washed T-Shirt,44.0,1
Pique Joggers,50.4,1
Crest Cotton Tank,20.0,1
Legacy Henley,36.0,1
Mesh Sports Bra,20.8,0
Corset Seamless Leggings,50.0,0
Everyday Regular Flared Leggings,38.0,0
Crest Hoodie,28.0,1
Apex Contrast Sports Bra,50.0,0
Strength In Numbers Hoodie,50.0,0
Everyday Seamless Leggings,38.0,1
Fleece Joggers,56.0,0
Heavyweight Cotton Long Sleeve Top,42.0,0
Double Waistband Shorts,32.0,0
Grunge Oversized T-Shirt,32.0,1
Apex Contrast Sports Bra,50.0,0
Adapt Safari Long Sleeve Crop Top,46.0,0
Apex Seamless T-Shirt,46.0,1
Marl Racer Shelf Crop Tank,30.4,0
"Crest Cargo 7"" Shorts",30.0,1
Rest Day Sweats Oversized Crew,60.0,0
Mesh Tank,36.0,1
Legacy Henley,36.0,1
Collegiate Shadow Washed Midi Sweatshirt,60.0,0
Adapt Fleck Seamless Sports Bra,32.2,0
Elite Seamless T-Shirt,50.0,1
Sweat Seamless Shorts,36.8,0
Power Oversized Zip Hoodie,50.0,0
"Crest Cargo 7"" Shorts",30.0,1
Tattoo Joggers,35.2,0
Vital Seamless Crop Top,38.0,0
Geo Seamless T-Shirt,25.2,1
British Iron T-Shirt,50.0,1
Rest Day Woven Shorts,45.0,1
Back Gains Sports Bra,30.0,0
Elevate Leggings 2.0,64.0,0
Adapt Camo Seamless Ribbed Sports Bra,32.2,0
Premium Legacy Hoodie,80.0,1
everywear Hooded Fleece,81.0,1
Ribbed Tank 1PK,16.0,1
Legacy Hoodie,48.0,1
Lifting Essential Cotton Crop Tank,20.0,0
Pique Track Jacket,54.0,1
Minimal Sports Bra,30.0,1
Vital Seamless Leggings,54.0,0
Sport Run Pants,42.0,1
Sport Seamless Leggings,50.0,0
Sport Seamless T-Shirt,26.6,1
"Apex Run 4"" Shorts",27.6,1
Apex Contrast T-Shirt,44.0,0
Adapt Fleck Seamless Halterneck Bralette,32.2,0
Embroidered Logo Oversized T-Shirt,50.0,0
Collegiate Shadow Washed Crop Top,32.0,0
Geo Seamless T-Shirt,20.4,1
Blur Seamless Bralette,26.6,0
Vital Seamless T-Shirt,30.0,1
Corset Seamless Leggings,50.0,0
Premium Lifting T-Shirt,46.0,1
Everyday Seamless Crop Top,24.0,0
Fleece Joggers,44.8,0
"Crest 7"" Shorts",24.0,1
Vital Seamless 2.0 Leggings,37.8,0
Strength Department Graphic Short,26.6,0
Premium Legacy Sweatshirt,64.0,0
Training Oversized T-Shirt,30.0,0
"Sport 5"" 2 in 1 Shorts",42.0,1
Long Line Long Sleeve Top,46.0,0
Impact Drop Arm Tank,24.0,1
British Iron Heavyweight T-Shirt,50.0,0
Rest Day Washed Long Sleeve T-Shirt,44.0,1
Conditioning Goods T-Shirt,25.6,1
Power Oversized Long Sleeve Top,40.0,0
everywear Basketball Shorts,40.0,1
Vital Seamless Crop Top,38.0,0
Geo Seamless Tank,32.0,1
Training Fleece Zip Hoodie,46.0,0
Cord Pants,64.0,1
Everyday Seamless Zip Tracktop,48.0,0
Conditioning Goods Long Sleeve T-Shirt,28.8,1
Elevate Cycling Shorts,14.4,0
Lifting Loose Shorts,30.4,0
Flat Knit Zip Up Hoodie,90.0,1
Collegiate Shadow Washed Midi Sweatshirt,48.0,0
Pump Cover T-Shirt,28.8,1
Adapt Camo Graphic Hoodie,38.4,1
Bodybuilding Graphic Short Sleeve T-Shirt,36.0,1
Graphic Baselayer T-Shirt,32.0,1
Element Baselayer Shorts,26.0,1
everywear Ripstop Shorts,55.8,1
Heavyweight Washed Cut Off Hoodie,64.0,1
Training Leggings,38.0,0
Marl Flared Leggings,43.2,0
Legacy Stringer,24.0,1
Apex Lift Sports Bra,54.0,0
Heavyweight Washed Cargo Joggers,80.0,1
Lifting Long Sleeve Crop Top,38.0,0
"Speed Evolve 3"" 2 In 1 Shorts",42.0,1
Adapt Monogram Seamless Shorts,35.2,0
"Crest 7"" Shorts",24.0,1
Essential T-Shirt,26.0,1
Stitch Feature Crop Top,25.2,0
Power X Leggings,56.0,0
Graphic Baselayer Long Sleeve T-Shirt,36.0,1
Premium Lifting Drop Arm Tank,30.0,1
Grunge Oversized T-Shirt,32.0,0
Apex Seamless T-Shirt,46.0,1
Adapt Camo Seamless Ribbed Sports Bra,38.4,0
Fleece 1/4 Zip,58.0,1
Heritage Washed Crew,40.6,1
Woven Vest,61.2,1
Flex Shorts,36.0,0
Bulking Season Brushed Joggers,44.0,0
Strappy All In One,60.0,0
Crest Sweatshirt,36.0,1
Sport Seamless Cropped Tank,38.0,0
Everyday Seamless Crop Tank,24.0,0
Speed Tank,32.0,1
Power Washed Joggers,33.6,1
Adapt Monogram Seamless Midi Tank,32.0,0
Sweat Seamless Leggings,60.0,0
GS Power Joggers,56.0,0
Power Washed Joggers,56.0,1
Tattoo Midi Long Sleeve T-Shirt,35.2,0
GS Power Crop Tank,25.2,0
Minimal Sports Bra,30.0,1
Vital Seamless Regular Leggings,54.0,1
Everyday Long Sleeve Midi Top,30.0,0
Block Crop Top,26.0,0
Elevate Sports Bra,44.0,0
Everyday Seamless Shorts,28.0,1
"Training Contrast Loose Shorts 4""",22.4,0
Rest Day Cargo Pants,39.6,1
Everyday Long Sleeve Midi Top,30.0,0
Lifting Oversized Sweatshirt,37.8,0
Legacy Regular Leggings,43.2,0
Sets N Reps Hoodie,54.0,1
Heavyweight Washed Cut Off Hoodie,64.0,1
Marl Racer Shelf Crop Tank,30.4,0
Lifting Pocket Leggings,54.0,0
Training Oversized Fleece Hoodie,36.8,1
Rest Day Cotton Contour Pullover,48.0,0
Everyday C&S Trend Crop Top,30.0,0
Apex Seamless T-Shirt,46.0,1
Super Natural Cut Off Tank,32.4,1
"Apex Run 5"" Shorts",46.8,1
Adapt Camo Seamless Shorts- Victory Green/ Force Green,44.0,0
Lift Contour Seamless Leggings,60.0,0
Adapt Fleck Seamless Sports Bra,27.6,0
Sport Crew Sweatshirt,23.0,1
Multi Way Strap Bandeau Bra,30.0,0
Cotton Leggings,38.0,0
XXL Graphic Stringer,28.0,1
Ruched Strappy Sports Bra,30.0,1
Block Crop Top,26.0,0
Premium Legacy Hoodie,80.0,1
Washed Cut Out Hoodie,64.0,0
Spartan Crew,50.4,1
Rest Day Essential Crew,35.0,1
Adapt Fleck Seamless Halterneck Bralette,32.2,0
Apex Seamless T-Shirt,46.0,1
Vital Seamless Shorts,40.0,0
Collegiate Hoodie,70.0,1
everywear Relaxed Hoodie,76.0,1
Monogram Towel Shorts,39.2,0
Raise The Bar Long Sleeve T-Shirt,46.0,1
Glute Boost Seamless Shorts,38.4,0
Adapt Camo Seamless Leggings,36.0,0
Embroidered Logo Oversized Joggers,70.0,0
Sets On The Beach Oversized T-Shirt,28.8,0
Power Oversized Zip Hoodie,50.0,0
Blur Seamless Leggings,37.8,0
Apex Seamless Tank,37.8,1
Training Oversized Cotton Long Sleeve Top,30.0,0
Adapt Safari Seamless Bralette,42.0,1
Rest Day Sweats Joggers,56.0,0
GSLC Weight Graphic Sweater,40.0,0
Blur Seamless Long Sleeve Crop Top,26.6,0
Legacy T-Shirt,28.0,1
Washed Drop Arm Sleeveless Hoodie,50.4,1
Camo Print Woven Cargo Pants,56.0,1
Waffle T-Shirt,38.0,1
everywear Relaxed Hoodie,60.0,1
Strappy All in One Full length,64.0,0
Essential Cotton Midi Tank,20.0,0
Whitney Eyelash Knit Bandeau,17.6,0
everywear Lightweight Vest,72.0,1
Retake Seamless T-Shirt,20.0,1
Gains Seamless Leggings,54.0,0
Everyday Sports Bra,30.0,0
Sport T-Shirt,14.0,1
Lifting Club Hoodie,39.6,1
Ribbed Tank 1PK,16.0,1
Heritage Washed Cut Off Tank,32.0,1
Heritage Washed Crew,40.6,1
"Vital Seamless 7"" Shorts",40.0,0
Cut Out Bandeau,30.0,0
"Sport Run 3"" Shorts",38.0,1
2012 Lifting T-Shirt,26.0,1
Active Gym Bag Medium,35.2,1
Geo Seamless Tank,32.0,1
Bodybuilding Graphic Short Sleeve T-Shirt,36.0,1
Crest Joggers,38.0,1
Strong Women Oversized Hoodie,40.0,0
Premium Legacy Joggers,68.0,0
Rest Day Woven Cargo Pants,63.0,1
React Stringer,18.0,1
Ribbed Cotton Seamless T-Shirt,23.8,0
Icon 1 Trend Long Sleeve Top,35.2,0
Geo Seamless T-Shirt,36.0,1
Vital Seamless 2.0 Leggings,54.0,0
Crossover Sports Bra,21.6,0
Recess Joggers,46.0,1
Crest Oversized Hoodie,32.2,1
Sweat Seamless Leggings,48.0,0
Adapt Fleck Sports Bra,46.0,0
Block Oversized Hoodie,36.8,0
"Arrival 5"" Shorts",26.0,1
Sweat Seamless Leggings,60.0,0
Legacy Regular Leggings,54.0,0
"Arrival 5"" Shorts",26.0,1
Crew Running Socks,18.0,0
Adapt Safari Seamless Long Sleeve Crop Top,36.8,0
Heavyweight Washed Cargo Shorts,35.0,1
Heavyweight Cotton Crop T-Shirt,38.0,0
Grunge Oversized Hoodie,70.0,0
Lifting Club Graphic Baby Tee,25.6,0
Conditioning Goods Long Sleeve T-Shirt,28.8,1
Minimal Sports Bra,30.0,0
Mesh Sports Bra,10.4,0
Corset Seamless Shorts,40.0,0
Crest Joggers,38.0,1
Lift Contour Seamless Leggings,60.0,0
Dumbells & Deadlifts Shorts,28.8,0
Rest Day Buttery Soft Long Sleeve Top,38.0,0
Elevate Leggings,44.8,1
Geo Seamless Tank,32.0,1
Fleece Oversized Hoodie,60.0,0
Legacy Regular Leggings,43.2,0
Training T-Shirt,22.0,1
Fleece Joggers,56.0,0
Power Zip Up Hoodie,60.0,1
Vital Seamless 1/4 Zip,44.0,1
"Arrival 5"" Shorts",23.4,1
Washed Double Layer T-Shirt,40.0,1
Lifting Crew,21.0,1
Everyday Front V Waistband Shorts,28.0,0
Script Graphic Oversized T-Shirt,34.0,0
Adapt Camo Seamless Sports Bra,38.4,0
Lift With Us Graphic T-Shirt,40.0,0
Gains Seamless Ripped Shorts,35.2,0
British Iron Heavyweight Hoodie,70.0,0
Crest Oversized Hoodie,46.0,1
"Arrival 5"" Shorts",26.0,1
Strength Department Animal T-Shirt,44.0,0
Heavyweight Washed Hoodie,80.0,1
Embroidered Logo Oversized Hoodie,70.0,0
Bandeau Sports Bra,20.8,0
Heart Marl Leggings,43.2,0
Rest Day Sweats Joggers,56.0,0
"Training Contrast Loose 2.5"" Shorts",28.0,0
Rest Day Sweats Hoodie,60.0,0
Adapt Camo Graphic Hoodie,38.4,0
Stacked Long Sleeve T-Shirt,32.0,1
Training Fleece Joggers,42.0,0
"Heritage Washed 5"" Shorts",32.2,1
Everyday Seamless Shorts,28.0,1
Tattoo Midi Long Sleeve T-Shirt,35.2,0
Pique Track Jacket,54.0,1
Rib Bralette,28.0,0
Vital Seamless 2.0 Midi Tank,23.8,0
Corset Seamless Shorts,40.0,0
Fleece 1/4 Zip,30.0,1
Elevate Leggings,44.8,0
Vital Seamless Midi Zip Pullover,56.0,0
GS Power Leggings,56.0,0
Premium Legacy Sweatshirt,64.0,0
Training Fleece Joggers,42.0,0
Fleece Shorts,54.0,0
Strength Department Brushed Sweatshirt,40.0,0
Training Oversized Fleece Hoodie,46.0,1
Pintuck Shorts,22.4,0
Fleece Joggers,56.0,0
"Legacy 4"" Shorts",28.0,1
Power T-Shirt,36.0,1
Adapt Camo Seamless Ribbed Leggings,60.0,0
Geo Seamless Tank,25.6,1
Ruched Sports Bra,30.0,0
Vital Seamless 2.0 Light Long Sleeve Top,40.0,0
Strength Department Oversized Hoodie,40.0,0
Everyday Foldover Leggings,38.0,0
"Land to Water 6"" Shorts",42.0,1
Rest Day Sweats Joggers,56.0,1
Cotton Lifting Sports Bra,28.0,0
Rest Day Sweats Joggers,56.0,0
Everyday Seamless Crop Tank,24.0,0
"Sport 5"" 2 in 1 Shorts",29.4,1
"Speed 5"" Shorts",44.0,1
Tricot Jacket,90.0,0
Lifting Club T-Shirt,26.0,1
Lifting Apparel Stringer,28.0,1
Vital Seamless Light T-Shirt,36.0,0
GSLC Weight Graphic T-Shirt,32.0,0
Ruched Strappy Sports Bra,30.0,0
Lightweight Jersey Shorts,32.0,1
Fleece Oversized Hoodie,60.0,0
Dumbbells Long Sleeve T-Shirt,44.0,1
Legacy Regular Leggings,43.2,0
Running Top,38.0,0
Training Joggers,56.0,1
GS Power Original Tight Shorts,32.2,0
Vital Seamless T-Shirt,30.0,1
When I Lift Crop Top,16.0,0
"Run Sport 3"" Shorts",30.4,1
Arrival Slim Marl Tank,16.0,1
Rest Day Woven Cargo Pants,63.0,1
Legacy Oversized Sweatshirt,44.8,0
Vital Seamless 2.0 Light Long Sleeve Top,40.0,0
Ribbed Cotton Seamless Body Fit Tank,23.8,0
Ruched Strappy Sports Bra,30.0,0
Corset Seamless Leggings,50.0,0
Apex Seamless T-Shirt,46.0,1
Movin' Metal Graphic Hoodie,52.0,0
everywear Relaxed Hoodie,76.0,1
Built in the UK T-Shirt,26.6,1
Super Natural Cut Off Tank,36.0,1
Everyday Seamless Long Sleeve Top,28.0,0
Apex T-Shirt,27.6,1
"Sport 5"" 2 in 1 Shorts",42.0,1
Retake Seamless Long Sleeve T-Shirt,21.6,1
Element Baselayer T-Shirt,22.0,1
Strength Department Graphic Joggers,44.0,1
Tattoo Oversized Hoodie,40.0,0
Everyday Seamless Long Sleeve Crop Top,28.0,0
Sweat Seamless Shorts,46.0,0
Care Label Graphic Brushed Hoodie,40.0,1
Strength and Conditioning T-Shirt,42.0,1
Rest Day Sweats 1/2 Zip Pullover,56.0,0
GS Power Leggings,44.8,0
Graphic Crew Socks 7PK,35.2,0
Heritage Washed Crew,40.6,1
Training Fleece Cropped Sweatshirt,32.0,0
Ribbed Legging,30.4,0
Sport T-Shirt,28.0,1
Flannel Pants,56.0,1
Pocket Shorts,32.0,0
Fleece Zip Hoodie,60.0,0
Legacy Oversized Long Sleeve Top,46.0,0
Strong Women Crop Top,22.4,0
"Lifting Mesh 7"" Shorts",40.0,1
Oversized Hooded Jacket,94.0,1
Training Dept. UK T-Shirt,32.0,1
Cotton Bralette,16.8,0
Phys Ed Graphic Sweatpants,44.8,0
Legacy Short Leggings,54.0,0
Flex Long Sleeve Crop Top,28.0,0
Crest Oversized Zip Up Hoodie,48.0,1
Impact T-Shirt,28.0,1
Legacy Velcro Lifting Belt,48.0,1
Retro Waistband Shorts,38.0,0
